,Unnamed: 0,index,player,matchNum,positions,shots,shotsOnTarget,goals,passCompletion,keyPasses,assists,successfulDribbles,tackles,interceptions,penaltiesWon,ownGoal,foulCommitted,penaltyConceded,poorShots,dispossessed,dispossessedOwnHalf,miscontrol,miscontrolOwnHalf,errors,yellowCard,redCard,blocks,clearances,headedClearance,recoveries,dribbledPast,match_id,match_date,home_team,away_team,competition_stage,fotmobRating,is_attacker,is_midfielder,is_defender
974,974,285,Hiroki Sakai,7572,['Right Back'],0,0,0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,0,7572,2018-06-28,Japan,Poland,Group Stage,7.5,0,0,1
975,975,1057,Rodrigo Bentancur Colmán,7579,['Center Attacking Midfield'],0,0,0,69.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5,1,7579,2018-06-30,Uruguay,Portugal,Round of 16,7.7,0,0,0
976,976,1060,Luis Alberto Suárez Díaz,7579,['Left Center Forward'],3,1,0,56.00000000000001,0,1,3,0,0,0,0,1,0,1,3,1,2,0,0,0,0,2,1,0,5,1,7579,2018-06-30,Uruguay,Portugal,Round of 16,6.9,1,0,0
977,977,1059,Nahitan Michel Nández Acosta,7579,['Right Midfield'],0,0,0,74.0,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,5,3,7579,2018-06-30,Uruguay,Portugal,Round of 16,6.6,0,1,0
978,978,1058,Edinson Roberto Cavani Gómez,7579,['Right Center Forward'],3,2,2,77.0,1,0,0,2,0,0,0,2,0,1,2,0,1,1,0,0,0,1,1,0,2,2,7579,2018-06-30,Uruguay,Portugal,Round of 16,9.0,1,0,0
979,979,1056,José Martín Cáceres Silva,7579,['Right Back'],0,0,0,41.0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,2,7579,2018-06-30,Uruguay,Portugal,Round of 16,7.1,0,0,1
980,980,1064,Diego Sebastián Laxalt Suárez,7579,['Left Back'],0,0,0,55.00000000000001,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,0,2,4,7579,2018-06-30,Uruguay,Portugal,Round of 16,7.9,0,0,1
981,981,1054,João Mário Naval da Costa Eduardo,7579,"['Left Midfield', 'Right Midfield', 'Right Center Midfield']",0,0,0,84.0,2,0,2,1,0,0,0,1,0,0,2,1,2,1,0,0,0,0,0,0,8,1,7579,2018-06-30,Uruguay,Portugal,Round of 16,7.3,0,1,0
982,982,1053,Raphaël Adelino José Guerreiro,7579,['Left Back'],2,0,0,76.0,3,1,2,1,0,0,0,1,0,2,0,0,1,0,0,0,0,3,1,0,5,1,7579,2018-06-30,Uruguay,Portugal,Round of 16,8.4,0,0,1
983,983,1052,Adrien Sebastian Perruchet Silva,7579,['Right Center Midfield'],1,0,0,88.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,4,2,7579,2018-06-30,Uruguay,Portugal,Round of 16,6.5,0,1,0
984,984,1051,Gonçalo Manuel Ganchinho Guedes,7579,"['Right Center Forward', 'Left Midfield']",3,0,0,88.0,0,0,0,0,0,0,0,2,0,1,2,1,2,1,0,0,0,1,0,0,0,0,7579,2018-06-30,Uruguay,Portugal,Round of 16,6.3,1,1,0
985,985,1061,Diego Roberto Godín Leal,7579,['Right Center Back'],0,0,0,83.0,1,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,2,1,7579,2018-06-30,Uruguay,Portugal,Round of 16,7.2,0,0,1
986,986,1055,José Miguel da Rocha Fonte,7579,['Left Center Back'],1,0,0,81.0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,5,0,8,0,7579,2018-06-30,Uruguay,Portugal,Round of 16,7.4,0,0,1
987,987,1063,Lucas Torreira Di Pascua,7579,"['Center Defensive Midfield', 'Right Defensive Midfield']",0,0,0,79.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,4,0,2,2,7579,2018-06-30,Uruguay,Portugal,Round of 16,6.9,0,1,0
988,988,1070,Bernardo Mota Veiga de Carvalho e Silva,7579,"['Right Midfield', 'Right Center Forward', 'Center Attacking Midfield']",2,0,0,85.0,4,0,7,1,0,0,0,1,0,2,1,0,2,0,0,0,0,1,1,0,5,1,7579,2018-06-30,Uruguay,Portugal,Round of 16,7.8,1,1,0
989,989,1068,Matías Vecino Falero,7579,"['Left Midfield', 'Left Defensive Midfield']",1,0,0,67.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,7,4,7579,2018-06-30,Uruguay,Portugal,Round of 16,6.7,0,1,0
990,990,1065,Kléper Laveran Lima Ferreira,7579,['Right Center Back'],1,1,1,76.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,7,0,7579,2018-06-30,Uruguay,Portugal,Round of 16,8.0,0,0,1
991,991,656,Federico Julián Fazio,7580,"['Left Center Back', 'Right Center Back']",0,0,0,78.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,7580,2018-06-30,France,Argentina,Round of 16,6.6,0,0,1
992,992,655,Lucas Hernández Pi,7580,['Left Back'],0,0,0,78.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,2,7580,2018-06-30,France,Argentina,Round of 16,7.1,0,0,1
993,993,654,Lionel Andrés Messi Cuccittini,7580,"['Center Forward', 'Secondary Striker']",4,1,0,79.0,1,1,3,0,0,0,0,0,0,0,4,0,3,1,0,0,0,3,0,0,7,0,7580,2018-06-30,France,Argentina,Round of 16,8.7,1,0,0
994,994,653,Ángel Fabián Di María Hernández,7580,"['Right Wing', 'Left Wing']",3,1,1,54.0,0,0,3,1,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,3,2,7580,2018-06-30,France,Argentina,Round of 16,7.1,1,0,0
995,995,652,Olivier Giroud,7580,['Center Forward'],1,0,0,64.0,0,1,0,1,0,0,0,4,0,1,1,0,4,2,0,0,0,0,2,0,0,1,7580,2018-06-30,France,Argentina,Round of 16,7.0,1,0,0
996,996,651,Blaise Matuidi,7580,['Left Wing'],1,0,0,86.0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,3,0,7580,2018-06-30,France,Argentina,Round of 16,6.5,1,0,0
997,997,650,Éver Maximiliano David Banega,7580,['Left Center Midfield'],1,0,0,86.0,1,1,1,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,2,7580,2018-06-30,France,Argentina,Round of 16,7.3,0,1,0
998,998,649,Enzo Nicolás Pérez,7580,['Right Center Midfield'],0,0,0,95.0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,4,1,7580,2018-06-30,France,Argentina,Round of 16,6.3,0,1,0
999,999,648,Javier Alejandro Mascherano,7580,"['Center Defensive Midfield', 'Right Center Midfield']",0,0,0,85.0,1,0,1,3,0,0,0,4,0,0,0,0,1,0,0,1,0,2,1,0,2,0,7580,2018-06-30,France,Argentina,Round of 16,6.9,0,1,0
1000,1000,647,N'Golo Kanté,7580,['Left Defensive Midfield'],0,0,0,91.0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,4,3,7580,2018-06-30,France,Argentina,Round of 16,7.4,0,1,0
1001,1001,1069,Ricardo Domingos Barbosa Pereira,7579,['Right Back'],0,0,0,84.0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7579,2018-06-30,Uruguay,Portugal,Round of 16,6.2,0,0,1
1002,1002,646,Cristian David Pavón,7580,"['Left Wing', 'Right Wing']",0,0,0,66.0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,1,0,7580,2018-06-30,France,Argentina,Round of 16,6.2,1,0,0
1003,1003,644,Nicolás Hernán Otamendi,7580,"['Right Center Back', 'Left Center Back']",1,0,0,89.0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,3,2,7580,2018-06-30,France,Argentina,Round of 16,6.2,0,0,1
1004,1004,643,Nicolás Alejandro Tagliafico,7580,['Left Back'],0,0,0,83.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,7580,2018-06-30,France,Argentina,Round of 16,6.0,0,0,1
1005,1005,642,Faustino Marcos Alberto Rojo,7580,['Left Center Back'],0,0,0,100.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,2,7580,2018-06-30,France,Argentina,Round of 16,6.1,0,0,1
1006,1006,641,Samuel Yves Umtiti,7580,['Left Center Back'],0,0,0,89.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,5,1,7580,2018-06-30,France,Argentina,Round of 16,6.3,0,0,1
1007,1007,640,Benjamin Pavard,7580,['Right Back'],1,1,1,93.0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,4,4,0,2,1,7580,2018-06-30,France,Argentina,Round of 16,7.4,0,0,1
1008,1008,639,Kylian Mbappé Lottin,7580,['Right Wing'],2,2,2,62.0,0,0,5,1,0,1,0,0,0,0,1,0,3,2,0,0,0,0,0,0,5,0,7580,2018-06-30,France,Argentina,Round of 16,9.2,1,0,0
1009,1009,638,Paul Pogba,7580,['Right Defensive Midfield'],1,0,0,77.0,1,0,3,1,0,0,0,4,0,1,6,3,1,0,0,0,0,1,2,0,8,1,7580,2018-06-30,France,Argentina,Round of 16,7.2,0,1,0
1010,1010,637,Raphaël Varane,7580,['Right Center Back'],0,0,0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,2,7580,2018-06-30,France,Argentina,Round of 16,6.2,0,0,1
1011,1011,636,Antoine Griezmann,7580,['Right Wing Back'],3,1,1,68.0,0,0,1,1,0,0,0,2,0,1,2,1,2,1,0,0,0,2,1,0,3,0,7580,2018-06-30,France,Argentina,Round of 16,8.1,0,0,0
1012,1012,1066,Cristiano Ronaldo dos Santos Aveiro,7579,"['Left Center Forward', 'Left Wing']",6,1,0,75.0,1,0,4,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,0,7579,2018-06-30,Uruguay,Portugal,Round of 16,6.7,1,0,0
1013,1013,1067,William Silva de Carvalho,7579,['Left Center Midfield'],1,0,0,91.0,2,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,6,3,7579,2018-06-30,Uruguay,Portugal,Round of 16,7.0,0,1,0
1014,1014,1062,José María Giménez de Vargas,7579,['Left Center Back'],0,0,0,93.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7579,2018-06-30,Uruguay,Portugal,Round of 16,6.8,0,0,1
1015,1015,645,Gabriel Iván Mercado,7580,['Right Back'],1,1,1,93.0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,3,0,7580,2018-06-30,France,Argentina,Round of 16,6.9,0,0,1
1016,1016,658,Mathias Jørgensen Jatta,7581,['Left Center Back'],1,1,1,85.0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,4,0,6,0,7581,2018-07-01,Croatia,Denmark,Round of 16,7.3,0,0,1
1017,1017,948,Denis Cheryshev,7582,"['Left Center Midfield', 'Left Midfield']",2,1,1,60.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,7582,2018-07-01,Spain,Russia,Round of 16,6.3,0,1,0
1018,1018,678,Nicolai Jørgensen,7581,['Center Forward'],3,2,0,69.0,2,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,2,0,0,1,2,7581,2018-07-01,Croatia,Denmark,Round of 16,6.6,1,0,0
1019,1019,677,Lasse Schöne,7581,['Right Center Midfield'],4,1,0,84.0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,8,1,7581,2018-07-01,Croatia,Denmark,Round of 16,7.0,0,1,0
1020,1020,676,Mario Mandžukić,7581,['Center Forward'],1,1,1,70.0,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,4,0,3,0,7581,2018-07-01,Croatia,Denmark,Round of 16,7.9,1,0,0
1021,1021,675,Yussuf Yurary Poulsen,7581,['Right Wing'],0,0,0,67.0,1,0,6,0,0,0,0,4,0,0,2,0,7,1,0,0,0,3,1,0,7,3,7581,2018-07-01,Croatia,Denmark,Round of 16,7.0,1,0,0
1022,1022,674,Luka Modrić,7581,"['Right Center Midfield', 'Left Defensive Midfield']",4,3,1,76.0,5,0,5,0,0,0,0,1,0,1,0,0,2,2,0,0,0,1,0,0,5,1,7581,2018-07-01,Croatia,Denmark,Round of 16,7.6,0,1,0
1023,1023,673,Andreas Evald Cornelius,7581,['Center Forward'],0,0,0,64.0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,1,1,7581,2018-07-01,Croatia,Denmark,Round of 16,6.2,1,0,0
1024,1024,672,Ante Rebić,7581,"['Right Midfield', 'Right Center Forward']",3,1,0,56.00000000000001,0,0,6,2,0,1,0,1,0,0,1,0,1,0,0,0,0,4,2,0,8,2,7581,2018-07-01,Croatia,Denmark,Round of 16,7.8,1,1,0
1025,1025,671,Dejan Lovren,7581,['Right Center Back'],1,0,0,86.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,7581,2018-07-01,Croatia,Denmark,Round of 16,7.0,0,0,1
1026,1026,670,Šime Vrsaljko,7581,['Right Back'],0,0,0,74.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,7581,2018-07-01,Croatia,Denmark,Round of 16,6.6,0,0,1
1027,1027,669,Ivan Perišić,7581,['Left Midfield'],7,0,0,71.0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,2,0,7581,2018-07-01,Croatia,Denmark,Round of 16,6.0,0,1,0
1028,1028,668,Ivan Rakitić,7581,"['Left Center Midfield', 'Right Defensive Midfield']",4,3,1,85.0,2,0,1,0,0,0,0,2,0,1,1,0,2,0,0,0,0,4,1,0,5,2,7581,2018-07-01,Croatia,Denmark,Round of 16,7.3,0,1,0
1029,1029,667,Ivan Strinić,7581,['Left Back'],0,0,0,69.0,1,0,3,0,0,0,0,1,0,0,0,0,2,1,0,0,0,3,1,0,6,4,7581,2018-07-01,Croatia,Denmark,Round of 16,7.5,0,0,1
1030,1030,666,Simon Thorup Kjær,7581,['Right Center Back'],1,1,1,90.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,1,2,7581,2018-07-01,Croatia,Denmark,Round of 16,6.8,0,0,1
1031,1031,665,Jonas Knudsen,7581,['Left Back'],0,0,0,57.99999999999999,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,4,2,7581,2018-07-01,Croatia,Denmark,Round of 16,6.6,0,0,1
1032,1032,664,Martin Braithwaite Christensen,7581,['Left Wing'],3,1,0,70.0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,3,1,0,3,0,7581,2018-07-01,Croatia,Denmark,Round of 16,6.4,1,0,0
1033,1033,663,Henrik Dalsgaard,7581,['Right Back'],0,0,0,70.0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,2,2,7581,2018-07-01,Croatia,Denmark,Round of 16,7.4,0,0,1
1034,1034,662,Marcelo Brozović,7581,['Center Defensive Midfield'],0,0,0,84.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,7581,2018-07-01,Croatia,Denmark,Round of 16,6.4,0,1,0
1035,1035,661,Andreas Christensen,7581,['Right Center Midfield'],0,0,0,83.0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,1,0,0,3,0,7581,2018-07-01,Croatia,Denmark,Round of 16,6.2,0,1,0
1036,1036,660,Thomas Delaney,7581,['Left Center Midfield'],1,0,0,86.0,0,1,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,3,1,7581,2018-07-01,Croatia,Denmark,Round of 16,7.9,0,1,0
1037,1037,659,Domagoj Vida,7581,['Left Center Back'],0,0,0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,9,0,7,1,7581,2018-07-01,Croatia,Denmark,Round of 16,7.0,0,0,1
1038,1038,657,Christian Dannemann Eriksen,7581,['Secondary Striker'],4,1,0,72.0,1,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,2,2,7581,2018-07-01,Croatia,Denmark,Round of 16,7.0,0,0,0
1039,1039,679,Mateo Kovačić,7581,"['Center Defensive Midfield', 'Right Midfield']",1,0,0,88.0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,2,3,7581,2018-07-01,Croatia,Denmark,Round of 16,7.1,0,1,0
1040,1040,680,Josip Pivarić,7581,['Left Back'],2,1,0,79.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,7581,2018-07-01,Croatia,Denmark,Round of 16,6.6,0,0,1
1041,1041,949,Iago Aspas Juncal,7582,['Center Forward'],3,2,0,65.0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,0,7582,2018-07-01,Spain,Russia,Round of 16,6.7,1,0,0
1042,1042,928,Mário Figueira Fernandes,7582,"['Right Midfield', 'Right Back']",0,0,0,70.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,4,0,7582,2018-07-01,Spain,Russia,Round of 16,7.8,0,1,1
1043,1043,925,Sergio Ramos García,7582,['Left Center Back'],2,1,1,93.0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,6,2,7582,2018-07-01,Spain,Russia,Round of 16,8.4,0,0,1
1044,1044,926,Ilya Kutepov,7582,['Right Center Back'],0,0,0,76.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,7,0,2,0,7582,2018-07-01,Spain,Russia,Round of 16,7.8,0,0,1
1045,1045,927,Aleksandr Samedov,7582,"['Right Center Forward', 'Left Center Midfield']",0,0,0,68.0,1,0,0,1,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,5,0,7582,2018-07-01,Spain,Russia,Round of 16,6.7,1,1,0
1046,1046,929,Gerard Piqué Bernabéu,7582,['Right Center Back'],4,2,1,92.0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,2,0,0,6,0,7582,2018-07-01,Spain,Russia,Round of 16,8.0,0,0,1
1047,1047,930,Jordi Alba Ramos,7582,['Left Back'],2,1,0,93.0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,4,3,7582,2018-07-01,Spain,Russia,Round of 16,8.0,0,0,1
1048,1048,931,Sergio Busquets i Burgos,7582,['Left Defensive Midfield'],2,0,0,90.0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,2,0,0,9,2,7582,2018-07-01,Spain,Russia,Round of 16,7.4,0,1,0
1049,1049,932,Francisco Román Alarcón Suárez,7582,['Left Midfield'],1,0,0,85.0,2,0,15,0,0,0,0,0,0,0,3,2,3,0,0,0,0,4,0,0,5,0,7582,2018-07-01,Spain,Russia,Round of 16,8.7,0,1,0
1050,1050,934,Marco Asensio Willemsen,7582,['Right Midfield'],2,1,0,86.0,2,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,2,0,7582,2018-07-01,Spain,Russia,Round of 16,7.1,0,1,0
1051,1051,935,Artem Dzyuba,7582,"['Center Forward', 'Secondary Striker']",2,1,1,45.0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,3,1,0,1,2,7582,2018-07-01,Spain,Russia,Round of 16,7.8,1,0,0
1052,1052,936,David Josué Jiménez Silva,7582,['Center Attacking Midfield'],1,0,0,81.0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,0,0,2,1,7582,2018-07-01,Spain,Russia,Round of 16,6.3,0,0,0
1053,1053,933,José Ignacio Fernández Iglesias,7582,['Right Back'],0,0,0,94.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7582,2018-07-01,Spain,Russia,Round of 16,7.3,0,0,1
1054,1054,938,Aleksandr Golovin,7582,"['Left Center Forward', 'Right Center Midfield']",2,1,1,79.0,0,0,3,1,0,0,0,5,0,1,2,1,2,0,0,0,0,2,0,0,2,2,7582,2018-07-01,Spain,Russia,Round of 16,7.1,1,1,0
1055,1055,947,Daniel Carvajal Ramos,7582,['Right Back'],1,0,0,84.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7582,2018-07-01,Spain,Russia,Round of 16,6.5,0,0,1
1056,1056,946,Andrés Iniesta Luján,7582,['Center Attacking Midfield'],3,2,1,84.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7582,2018-07-01,Spain,Russia,Round of 16,7.0,0,0,0
1057,1057,937,Daler Kuzyaev,7582,"['Right Center Midfield', 'Center Defensive Midfield']",0,0,0,86.0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,5,7582,2018-07-01,Spain,Russia,Round of 16,6.7,0,1,0
1058,1058,944,Vladimir Granat,7582,['Left Back'],0,0,0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,7582,2018-07-01,Spain,Russia,Round of 16,7.0,0,0,1
1059,1059,943,Roman Zobnin,7582,"['Left Center Midfield', 'Right Midfield', 'Center Defensive Midfield']",1,0,0,65.0,2,0,3,0,0,0,0,5,0,1,2,1,3,2,0,1,0,6,2,0,5,7,7582,2018-07-01,Spain,Russia,Round of 16,6.3,0,1,0
1060,1060,945,Fyodor Smolov,7582,['Secondary Striker'],2,1,1,69.0,0,0,1,0,0,0,0,1,0,0,2,1,6,2,0,0,0,2,0,0,1,0,7582,2018-07-01,Spain,Russia,Round of 16,5.7,0,0,0
1061,1061,941,Sergei Ignashevich,7582,"['Center Back', 'Left Center Back']",1,1,1,67.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2,11,0,1,0,7582,2018-07-01,Spain,Russia,Round of 16,6.4,0,0,1
1062,1062,940,Fedor Kudryashov,7582,"['Left Center Back', 'Left Midfield', 'Left Center Midfield']",0,0,0,78.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,7582,2018-07-01,Spain,Russia,Round of 16,6.5,0,1,1
1063,1063,939,Yuri Zhirkov,7582,['Left Midfield'],1,0,0,75.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7582,2018-07-01,Spain,Russia,Round of 16,6.3,0,1,0
1064,1064,942,Diego da Silva Costa,7582,['Center Forward'],3,2,0,56.99999999999999,1,0,0,2,0,0,0,1,0,1,3,1,3,0,0,0,0,2,1,0,2,0,7582,2018-07-01,Spain,Russia,Round of 16,6.5,1,0,0
1065,1065,924,Jorge Resurrección Merodio,7582,['Right Defensive Midfield'],2,1,0,94.0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,2,1,7582,2018-07-01,Spain,Russia,Round of 16,8.1,0,1,0
1066,1066,838,José Andrés Guardado Hernández,7583,"['Left Midfield', 'Right Center Midfield']",2,0,0,82.0,0,0,2,1,0,0,0,2,0,0,3,1,2,1,0,1,0,0,0,0,11,3,7583,2018-07-02,Brazil,Mexico,Round of 16,6.9,0,1,0
1067,1067,831,Carlos Henrique Casimiro,7583,['Right Center Midfield'],0,0,0,88.0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,5,2,7583,2018-07-02,Brazil,Mexico,Round of 16,8.0,0,1,0
1068,1068,837,Carlos Alberto Vela Garrido,7583,"['Left Wing', 'Right Wing']",2,1,0,84.0,4,0,5,4,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,7583,2018-07-02,Brazil,Mexico,Round of 16,7.2,1,0,0
1069,1069,836,Héctor Miguel Herrera López,7583,"['Right Midfield', 'Left Center Midfield']",1,0,0,82.0,0,0,4,1,0,0,0,6,0,0,3,0,1,0,0,1,0,2,0,0,7,3,7583,2018-07-02,Brazil,Mexico,Round of 16,6.2,0,1,0
1070,1070,835,Thiago Emiliano da Silva,7583,['Right Center Back'],0,0,0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,0,4,0,7583,2018-07-02,Brazil,Mexico,Round of 16,7.4,0,0,1
1071,1071,834,Fágner Conserva Lemos,7583,"['Right Back', 'Right Wing']",0,0,0,81.0,1,0,0,4,0,0,0,2,0,0,1,1,1,0,0,0,0,4,1,0,0,5,7583,2018-07-02,Brazil,Mexico,Round of 16,7.0,1,0,1
1072,1072,833,Willian Borges da Silva,7583,['Right Wing'],2,2,0,70.0,2,1,7,2,0,0,0,0,0,0,3,1,1,0,0,0,0,2,0,0,2,0,7583,2018-07-02,Brazil,Mexico,Round of 16,8.4,1,0,0
1073,1073,832,Neymar da Silva Santos Junior,7583,"['Right Center Forward', 'Center Forward']",7,4,1,68.0,4,0,4,1,0,0,0,0,0,3,3,2,5,1,0,0,0,1,0,0,5,0,7583,2018-07-02,Brazil,Mexico,Round of 16,8.9,1,0,0
1074,1074,21,Romelu Lukaku Menama,7584,['Center Forward'],7,1,0,79.0,1,0,2,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,1,0,0,1,7584,2018-07-02,Belgium,Japan,Round of 16,6.7,1,0,0
1075,1075,828,João Miranda de Souza Filho,7583,['Left Center Back'],0,0,0,89.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,7583,2018-07-02,Brazil,Mexico,Round of 16,7.3,0,0,1
1076,1076,827,Jesús Daniel Gallardo Vasconcelos,7583,['Left Back'],1,0,0,94.0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,4,1,0,4,2,7583,2018-07-02,Brazil,Mexico,Round of 16,6.2,0,0,1
1077,1077,826,Hugo Ayala Castro,7583,['Right Center Back'],1,0,0,80.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,2,3,7583,2018-07-02,Brazil,Mexico,Round of 16,6.3,0,0,1
1078,1078,825,Carlos Joel Salcedo Hernández,7583,['Left Center Back'],1,0,0,91.0,1,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,3,3,0,4,1,7583,2018-07-02,Brazil,Mexico,Round of 16,6.3,0,0,1
1079,1079,824,Rafael Márquez Álvarez,7583,['Center Midfield'],0,0,0,75.0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,7583,2018-07-02,Brazil,Mexico,Round of 16,6.3,0,0,0
1080,1080,823,Javier Hernández Balcázar,7583,['Center Forward'],0,0,0,75.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,7583,2018-07-02,Brazil,Mexico,Round of 16,6.1,1,0,0
1081,1081,839,José Paulo Bezzera Maciel Júnior,7583,['Left Center Midfield'],1,1,0,81.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,7583,2018-07-02,Brazil,Mexico,Round of 16,7.4,0,1,0
1082,1082,829,Filipe Luís Kasmirski,7583,['Left Back'],0,0,0,85.0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,3,4,7583,2018-07-02,Brazil,Mexico,Round of 16,7.1,0,0,1
